,x,y,w,h,class,conf,time,frame,ledge,filename
0,1079.1693115234375,0.0,1156.1888427734375,69.27986145019531,0.0,0.5895109176635742,1656745701.239522,12531,TRI6,Auklab1_TRI6_2022-07-02_07.00.00.mp4
1,1055.43310546875,0.0,1157.1649169921875,64.77024841308594,0.0,0.3491462767124176,1656745721.2795029,13032,TRI6,Auklab1_TRI6_2022-07-02_07.00.00.mp4
2,97.13202667236328,634.3946533203125,144.069580078125,668.8296508789062,0.0,0.27616679668426514,1656745889.6793423,17242,TRI6,Auklab1_TRI6_2022-07-02_07.00.00.mp4
3,95.41993713378906,624.7805786132812,140.63478088378906,667.3240356445312,0.0,0.5472829341888428,1656745891.2393408,17281,TRI6,Auklab1_TRI6_2022-07-02_07.00.00.mp4
4,95.95458221435547,627.5482177734375,141.3109893798828,666.6583251953125,0.0,0.5259348154067993,1656745891.2793407,17282,TRI6,Auklab1_TRI6_2022-07-02_07.00.00.mp4
5,96.01934814453125,626.8662109375,141.58712768554688,666.9365844726562,0.0,0.5058575868606567,1656745891.3193407,17283,TRI6,Auklab1_TRI6_2022-07-02_07.00.00.mp4
6,96.46509552001953,627.48046875,141.79718017578125,666.6922607421875,0.0,0.4831802248954773,1656745891.3593407,17284,TRI6,Auklab1_TRI6_2022-07-02_07.00.00.mp4
7,96.25591278076172,629.7932739257812,141.4850311279297,666.738525390625,0.0,0.5402109622955322,1656745891.3993406,17285,TRI6,Auklab1_TRI6_2022-07-02_07.00.00.mp4
8,97.09813690185547,631.5056762695312,139.6619873046875,666.88916015625,0.0,0.4687401354312897,1656745891.4393406,17286,TRI6,Auklab1_TRI6_2022-07-02_07.00.00.mp4
9,96.21186828613281,628.8035278320312,140.4286346435547,667.546142578125,0.0,0.5037781000137329,1656745891.4793406,17287,TRI6,Auklab1_TRI6_2022-07-02_07.00.00.mp4
10,95.8713607788086,625.9560546875,139.92364501953125,667.6087646484375,0.0,0.5221875905990601,1656745891.5193405,17288,TRI6,Auklab1_TRI6_2022-07-02_07.00.00.mp4
11,96.03321075439453,624.546875,139.34446716308594,668.1502075195312,0.0,0.5237687230110168,1656745891.5593405,17289,TRI6,Auklab1_TRI6_2022-07-02_07.00.00.mp4
12,95.66278076171875,624.8094482421875,140.0692138671875,667.2930297851562,0.0,0.2753681242465973,1656745891.5993404,17290,TRI6,Auklab1_TRI6_2022-07-02_07.00.00.mp4
13,95.75596618652344,623.83935546875,142.69532775878906,667.79541015625,0.0,0.35555633902549744,1656745893.2393389,17331,TRI6,Auklab1_TRI6_2022-07-02_07.00.00.mp4
14,97.13789367675781,626.5833740234375,143.33633422851562,666.9818115234375,0.0,0.3462585508823395,1656745893.2793388,17332,TRI6,Auklab1_TRI6_2022-07-02_07.00.00.mp4
15,96.99507141113281,629.3507080078125,143.68812561035156,667.2684326171875,0.0,0.36803215742111206,1656745893.3193388,17333,TRI6,Auklab1_TRI6_2022-07-02_07.00.00.mp4
16,96.681884765625,629.7429809570312,143.25865173339844,667.1146850585938,0.0,0.4685556888580322,1656745893.3593388,17334,TRI6,Auklab1_TRI6_2022-07-02_07.00.00.mp4
17,97.52758026123047,631.8053588867188,143.25331115722656,667.3624877929688,0.0,0.4487482011318207,1656745893.3993387,17335,TRI6,Auklab1_TRI6_2022-07-02_07.00.00.mp4
18,97.83152770996094,632.3294067382812,142.9446258544922,667.5007934570312,0.0,0.4523276388645172,1656745893.4393387,17336,TRI6,Auklab1_TRI6_2022-07-02_07.00.00.mp4
19,97.19186401367188,631.2728881835938,142.5782470703125,667.2797241210938,0.0,0.3908630907535553,1656745893.4793386,17337,TRI6,Auklab1_TRI6_2022-07-02_07.00.00.mp4
20,97.21293640136719,628.831298828125,142.71417236328125,666.957275390625,0.0,0.32290905714035034,1656745893.5193386,17338,TRI6,Auklab1_TRI6_2022-07-02_07.00.00.mp4
21,97.29312896728516,628.5765991210938,142.2238311767578,667.1564331054688,0.0,0.2904711365699768,1656745893.5593386,17339,TRI6,Auklab1_TRI6_2022-07-02_07.00.00.mp4
22,97.18436431884766,629.8961181640625,143.9982452392578,667.0076293945312,0.0,0.4090081453323364,1656745893.5993385,17340,TRI6,Auklab1_TRI6_2022-07-02_07.00.00.mp4
23,96.68777465820312,628.117431640625,143.14979553222656,667.1575317382812,0.0,0.3268778920173645,1656745893.6393385,17341,TRI6,Auklab1_TRI6_2022-07-02_07.00.00.mp4
24,102.3115005493164,633.318115234375,153.24351501464844,663.8707275390625,0.0,0.5879380106925964,1656745965.43927,19136,TRI6,Auklab1_TRI6_2022-07-02_07.00.00.mp4
25,1113.835205078125,83.01105499267578,1284.94873046875,211.0762176513672,0.0,0.5130164623260498,1656745981.8792543,19547,TRI6,Auklab1_TRI6_2022-07-02_07.00.00.mp4
26,1113.5906982421875,83.33992767333984,1281.463623046875,211.94131469726562,0.0,0.5205980539321899,1656745981.9192543,19548,TRI6,Auklab1_TRI6_2022-07-02_07.00.00.mp4
27,1112.8885498046875,84.11083221435547,1274.829345703125,213.77345275878906,0.0,0.5651814937591553,1656745981.9592543,19549,TRI6,Auklab1_TRI6_2022-07-02_07.00.00.mp4
28,1111.275146484375,84.27970886230469,1284.4337158203125,218.12911987304688,0.0,0.3320040702819824,1656745981.9992542,19550,TRI6,Auklab1_TRI6_2022-07-02_07.00.00.mp4
29,988.5020141601562,161.28689575195312,1080.372314453125,264.14892578125,0.0,0.553149938583374,1656745992.2792444,19807,TRI6,Auklab1_TRI6_2022-07-02_07.00.00.mp4
