,x,y,w,h,class,conf,time,frame,ledge,filename
0,443.4610900878906,1292.2200927734375,584.7785034179688,1367.5596923828125,0.0,0.399281769990921,1656712841.1199608,1028,ROST3,Auklab1_ROST3_2022-07-01_22.00.00.mp4
1,1585.8057861328125,256.975341796875,1667.15185546875,363.5851135253906,0.0,0.5372483730316162,1656712847.119955,1178,ROST3,Auklab1_ROST3_2022-07-01_22.00.00.mp4
2,1569.587890625,238.2790069580078,1659.8328857421875,398.2855224609375,0.0,0.7019293904304504,1656712847.159955,1179,ROST3,Auklab1_ROST3_2022-07-01_22.00.00.mp4
3,1555.033935546875,226.9618377685547,1631.2008056640625,353.64678955078125,0.0,0.4231112599372864,1656712847.199955,1180,ROST3,Auklab1_ROST3_2022-07-01_22.00.00.mp4
4,579.4457397460938,1317.7196044921875,697.6181030273438,1403.52392578125,0.0,0.5348909497261047,1656712847.8799543,1197,ROST3,Auklab1_ROST3_2022-07-01_22.00.00.mp4
5,328.084228515625,1118.0382080078125,420.79766845703125,1334.538818359375,0.0,0.47156524658203125,1656712861.3199415,1533,ROST3,Auklab1_ROST3_2022-07-01_22.00.00.mp4
6,507.60919189453125,1188.900634765625,570.7808837890625,1305.488525390625,0.0,0.37926948070526123,1656712863.1199398,1578,ROST3,Auklab1_ROST3_2022-07-01_22.00.00.mp4
7,508.5678405761719,1185.766845703125,571.1160888671875,1305.235595703125,0.0,0.6058911681175232,1656712863.1599398,1579,ROST3,Auklab1_ROST3_2022-07-01_22.00.00.mp4
8,510.55657958984375,1187.898193359375,573.4747314453125,1308.744873046875,0.0,0.549849271774292,1656712863.1999397,1580,ROST3,Auklab1_ROST3_2022-07-01_22.00.00.mp4
9,493.74560546875,1190.6561279296875,566.2745971679688,1302.374267578125,0.0,0.32354798913002014,1656712864.4399385,1611,ROST3,Auklab1_ROST3_2022-07-01_22.00.00.mp4
10,498.0541687011719,1197.070556640625,563.5125122070312,1303.13623046875,0.0,0.3516973555088043,1656712864.4799385,1612,ROST3,Auklab1_ROST3_2022-07-01_22.00.00.mp4
11,483.4320068359375,1162.368896484375,564.70068359375,1286.7666015625,0.0,0.5917593836784363,1656712871.0399323,1776,ROST3,Auklab1_ROST3_2022-07-01_22.00.00.mp4
12,480.39739990234375,1168.8302001953125,564.1051635742188,1287.0076904296875,0.0,0.5590301156044006,1656712871.0799322,1777,ROST3,Auklab1_ROST3_2022-07-01_22.00.00.mp4
13,513.0407104492188,1186.7198486328125,588.6954345703125,1307.4007568359375,0.0,0.2758411765098572,1656712877.1599264,1929,ROST3,Auklab1_ROST3_2022-07-01_22.00.00.mp4
14,515.4067993164062,1185.907470703125,591.3290405273438,1301.5281982421875,0.0,0.3056568503379822,1656712877.1999264,1930,ROST3,Auklab1_ROST3_2022-07-01_22.00.00.mp4
15,511.49566650390625,1186.011474609375,588.131591796875,1305.2274169921875,0.0,0.46906551718711853,1656712877.2399263,1931,ROST3,Auklab1_ROST3_2022-07-01_22.00.00.mp4
16,504.6967468261719,1184.78564453125,583.2923583984375,1308.2601318359375,0.0,0.3877345621585846,1656712877.2799263,1932,ROST3,Auklab1_ROST3_2022-07-01_22.00.00.mp4
17,500.2070617675781,1185.4285888671875,580.8428955078125,1312.0194091796875,0.0,0.36701545119285583,1656712877.3199263,1933,ROST3,Auklab1_ROST3_2022-07-01_22.00.00.mp4
18,499.5325622558594,1181.378173828125,581.58740234375,1312.4652099609375,0.0,0.5203654170036316,1656712877.3599262,1934,ROST3,Auklab1_ROST3_2022-07-01_22.00.00.mp4
19,498.0727233886719,1183.5048828125,580.307373046875,1315.2996826171875,0.0,0.578443169593811,1656712877.3999262,1935,ROST3,Auklab1_ROST3_2022-07-01_22.00.00.mp4
20,503.27587890625,1185.57470703125,583.9662475585938,1321.47412109375,0.0,0.31103405356407166,1656712877.4399261,1936,ROST3,Auklab1_ROST3_2022-07-01_22.00.00.mp4
