,x,y,w,h,track_id,class,conf,time,frame,ledge,filename
0,1259.0194091796875,1243.1400146484375,1302.2469482421875,1296.558349609375,-1.0,0.0,0.16132041811943054,1688565644.5199575,1113,FAR3,Auklab1_FAR3_2023-07-05_14.00.00.mp4
1,1256.25634765625,1253.5194091796875,1294.8778076171875,1296.695556640625,-1.0,0.0,0.10047881305217743,1688565644.5599575,1114,FAR3,Auklab1_FAR3_2023-07-05_14.00.00.mp4
2,1837.8177490234375,1109.229736328125,1954.529052734375,1178.2694091796875,-1.0,0.0,0.1129366084933281,1688565764.3598433,4109,FAR3,Auklab1_FAR3_2023-07-05_14.00.00.mp4
3,1699.162841796875,949.9867553710938,1880.0482177734375,1027.8028564453125,-1.0,0.0,0.49295318126678467,1688565778.5598297,4464,FAR3,Auklab1_FAR3_2023-07-05_14.00.00.mp4
4,1567.6439208984375,736.18994140625,1626.502685546875,780.3367919921875,-1.0,0.0,0.13495808839797974,1688565929.8796854,8247,FAR3,Auklab1_FAR3_2023-07-05_14.00.00.mp4
5,1567.8504638671875,732.7023315429688,1634.78857421875,784.70263671875,-1.0,0.0,0.12088589370250702,1688565929.9596853,8249,FAR3,Auklab1_FAR3_2023-07-05_14.00.00.mp4
6,1439.8890380859375,680.6500854492188,1502.182373046875,746.1898193359375,-1.0,0.0,0.28564655780792236,1688565938.2796774,8457,FAR3,Auklab1_FAR3_2023-07-05_14.00.00.mp4
7,1469.9150390625,692.29736328125,1531.1351318359375,768.0573120117188,-1.0,0.0,0.42949342727661133,1688565938.3596773,8459,FAR3,Auklab1_FAR3_2023-07-05_14.00.00.mp4
8,1313.5008544921875,831.9520874023438,1415.816650390625,875.1319580078125,-1.0,0.0,0.12508735060691833,1688565962.3596544,9059,FAR3,Auklab1_FAR3_2023-07-05_14.00.00.mp4
9,1224.140380859375,899.66259765625,1332.88671875,936.3644409179688,-1.0,0.0,0.22084534168243408,1688565965.1996517,9130,FAR3,Auklab1_FAR3_2023-07-05_14.00.00.mp4
10,1227.012939453125,902.3073120117188,1332.64111328125,937.4486083984375,-1.0,0.0,0.12697827816009521,1688565965.2396517,9131,FAR3,Auklab1_FAR3_2023-07-05_14.00.00.mp4
